Timestamp,Car Up,Car Down,Bus Up,Bus Down,Truck Up,Truck Down,Motorcycle Up,Motorcycle Down,Avg Speed
2024-06-23 16:06:19,160,142,103,37,210,358,253,68,56.96329528517413
2024-06-23 16:06:29,162,143,103,37,211,358,253,68,54.41002032881089
2024-06-23 16:06:39,162,143,105,37,211,358,253,68,52.86754636258041
2024-06-23 16:06:49,162,143,105,37,211,358,253,68,0
2024-06-23 16:06:59,162,143,105,37,212,358,254,69,50.296248236723244
2024-06-23 16:07:09,162,144,106,37,212,361,255,69,56.66297228657577
2024-06-23 16:07:19,162,144,106,38,212,361,255,69,19.067779639298774
2024-06-23 16:07:29,163,144,106,38,213,362,256,69,51.167640996577056
2024-06-23 16:07:39,164,145,106,38,214,363,257,69,55.0955922394355
2024-06-23 16:07:49,165,146,108,38,215,363,258,69,64.58668060213581
2024-06-23 16:07:59,165,146,108,38,215,363,258,69,0
2024-06-23 16:08:09,165,146,108,38,216,364,258,69,59.399756581182416
2024-06-23 16:08:19,165,146,108,38,216,365,259,70,74.9982107139778
2024-06-23 16:08:29,165,147,109,38,216,367,260,70,60.909755356122446
2024-06-23 16:08:40,165,147,109,39,217,367,260,70,38.07096694494743
2024-06-23 16:08:50,166,147,109,39,217,368,261,70,51.61810290476664
2024-06-23 16:09:00,167,148,109,39,218,369,262,70,62.37067074757433
2024-06-23 16:09:10,168,149,110,39,219,371,262,70,72.02134539810636
2024-06-23 16:09:20,168,149,110,39,219,372,262,71,75.19436824072622
2024-06-23 16:09:30,168,149,110,39,220,373,262,72,64.53793482420723
2024-06-23 16:09:40,168,149,110,39,220,376,262,72,75.7644027053182
2024-06-23 16:09:50,168,150,111,39,220,377,263,72,49.42554226393433
2024-06-23 16:10:00,168,150,111,39,221,377,263,72,61.85576963648482
2024-06-23 16:10:10,169,150,111,39,222,378,265,72,56.47575023618479
2024-06-23 16:10:20,170,151,111,39,222,379,266,72,53.483427565360344
2024-06-23 16:10:30,171,151,112,39,223,379,266,72,52.41556478954593
2024-06-23 16:10:40,171,151,112,39,223,379,266,72,0
2024-06-23 16:10:50,171,151,112,39,224,379,267,73,49.65892454849833
2024-06-23 16:11:00,171,152,112,39,224,382,267,73,65.42368681965468
2024-06-23 16:11:10,171,152,113,39,224,382,268,73,33.8141735901934
2024-06-23 16:11:21,171,152,113,40,225,382,269,73,45.17658745157106
2024-06-23 16:11:31,172,152,113,40,226,384,271,73,57.42734996197942
2024-06-23 16:11:41,174,153,113,40,227,384,271,73,48.28582290460472
2024-06-23 16:11:51,174,154,114,40,227,384,271,73,68.76925318776695
2024-06-23 16:12:01,174,154,114,40,227,384,271,73,0
2024-06-23 16:12:11,174,154,114,40,228,385,272,74,65.66459545744392
